;numberLikesCategory;amount_relevant_tags;moving_avg;descriptionProcessed;numberPosts;numberFollowers;numberFollowing;website_available;path;weekday_Friday;weekday_Monday;weekday_Saturday;weekday_Sunday;weekday_Thursday;weekday_Tuesday;weekday_Wednesday
1222;8;0;9746.2;Climbing top dunes huge challenge sand falls away feet steps forward step back Despite view top made worth;1768;451931;613;1;pictures/morganphillips/4.jpg;0;0;0;0;0;1;0
1223;8;0;10049.4;magical moment light hit dunes unbeatable way;1768;451931;613;1;pictures/morganphillips/5.jpg;0;0;0;0;0;0;1
1224;8;0;11040.0;Excited see snow next week though winter keeps sucking back;1768;451931;613;1;pictures/morganphillips/6.jpg;0;0;1;0;0;0;0
1225;8;0;10058.8;nothing like campfire warm cold night stars;1768;451931;613;1;pictures/morganphillips/7.jpg;0;0;0;0;0;0;1
1226;8;0;10174.4;get one Earth lets love cherish HappyEarthDay;1768;451931;613;1;pictures/morganphillips/8.jpg;0;0;1;0;0;0;0
1227;8;0;9746.2;road Death Valley National Park amazing dirt road one around miles national park boundary miles road take opportunity drone;1768;451931;613;1;pictures/morganphillips/9.jpg;0;0;0;0;0;1;0
1228;7;0;10416.6;everyones Earth Day;1768;451931;613;1;pictures/morganphillips/10.jpg;0;0;0;1;0;0;0
1229;7;0;11134.4;Layers rock always fascinated exception;1768;451931;613;1;pictures/morganphillips/11.jpg;1;0;0;0;0;0;0
1230;9;0;6337.4;微笑 是人與人之間最短的距離   你今天微笑了嗎？thursdaymotivation;4006;437357;555;1;pictures/misselvani/0.jpg;0;0;0;0;1;0;0
1231;8;0;9366.6;希望這幾天的時間可以過的慢一點  bazelove travelwithelva bestietime;4006;437357;555;1;pictures/misselvani/1.jpg;0;0;0;1;0;0;0
1232;7;1;6926.0;  ontheroad ootd;4006;437357;555;1;pictures/misselvani/2.jpg;0;0;0;1;0;0;0
1233;6;0;6636.8;Get back training mode   Tomorrow pm place see class yogawithElva adidasacademy adidashk;4006;437357;555;1;pictures/misselvani/3.jpg;0;0;0;0;0;0;1
1234;6;0;6232.2;Breakfast time   favourite moment day    eatwithelva createyourownsunshine tunasandwich;4006;437357;555;1;pictures/misselvani/4.jpg;0;0;0;0;0;1;0
1235;5;0;6232.2;love   Love   happytuesday;4006;437357;555;1;pictures/misselvani/5.jpg;0;0;0;0;0;1;0
1236;8;0;8424.8;daydream nation   • great couple days Netherlands w ketelone stoked celebrated Kings Day learning theketeloneway;4166;523290;762;1;pictures/samhorine/0.jpg;1;0;0;0;0;0;0
1237;8;0;7638.0;floating week  ;4166;523290;762;1;pictures/samhorine/1.jpg;0;1;0;0;0;0;0
1238;8;0;8288.2;playing catch w favs Istanbul;4166;523290;762;1;pictures/samhorine/2.jpg;0;0;0;1;0;0;0
1239;7;0;7724.2;whispering winds love valley • gonna add Cappadocia photos story today heading new European adventure comment want see   ;4166;523290;762;1;pictures/samhorine/3.jpg;0;0;0;0;0;0;1
1240;7;0;9254.0;feeling chill vibes sultancavesuites   ;4166;523290;762;1;pictures/samhorine/4.jpg;0;0;0;1;0;0;0
1241;7;0;8316.4;Amsterdam lovers   • moment calm todays Kings Day celebration excited exploring city w ketelone ketelonekingsday;4166;523290;762;1;pictures/samhorine/5.jpg;0;0;0;0;1;0;0
1242;7;0;7818.8;last light cappadocia  ;4166;523290;762;1;pictures/samhorine/6.jpg;0;0;0;0;0;1;0
1243;6;0;9887.2;Celebrating diversity earth today everyday cool see cave houses Cappadocia earthday;4166;523290;762;1;pictures/samhorine/7.jpg;0;0;1;0;0;0;0
1244;8;0;11366.8;surround people find funny like always say take dick take joke ppl even take jokes catch drift like seems pretty aggressive thats lifestyle Im happy Im judge Im eat   ;229;210444;251;1;pictures/violetbens0n/5.jpg;0;0;0;0;0;1;0
1245;9;0;10607.8;lone highland cattle ⋅ originated Highlands Western Isles Scotland first mentioned th century AD first herd book described two distinct types Highland cattle hes different place cool place would say Found Dolomites TheDolomighty;1436;413670;493;1;pictures/ovunno/1.jpg;0;1;0;0;0;0;0
1246;9;0;11690.2;Arriving enough time little walking Inspire find sit watch sunset dinner overnight tentsor stars ⋅ Life enjoy moment TheDolomighty;1436;413670;493;1;pictures/ovunno/2.jpg;0;0;0;0;1;0;0
1247;9;0;10420.0;Miles miles driving feet altitude hikes crossing woods Tiredness laughter travel everyday Ive different emotional situations life work want share awesome spot ⋅ MovingYourWay europcares;1436;413670;493;1;pictures/ovunno/3.jpg;0;0;1;0;0;0;0
1248;9;0;11892.4;top mountain next look ahead breathtaking mountain scenery haglofs;1436;413670;493;1;pictures/ovunno/4.jpg;0;0;1;0;0;0;0
1249;7;0;13260.0;Years years hiking coldest mountains near glacier sometimes air best view ⋅ empoweryourfreedom bebopyourworld parrotofficial;1436;413670;493;1;pictures/ovunno/7.jpg;0;0;0;1;0;0;0
1250;9;0;11279.8;Bali Indonesia Photo iwwm;2740;868941;21;0;pictures/awesomedreamplaces/0.jpg;0;0;0;0;0;0;1
1251;9;0;9912.0;Milan Italy Photo dorpell awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/1.jpg;0;0;0;0;0;1;0
1252;8;0;10255.8;Maldives Photo brianthio awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/2.jpg;0;0;0;1;0;0;0
1253;8;0;11375.2;Tulip Festival Photo himui;2740;868941;21;0;pictures/awesomedreamplaces/3.jpg;0;0;1;0;0;0;0
1254;8;0;11652.2;Tekato Japan Photo moonlightice;2740;868941;21;0;pictures/awesomedreamplaces/4.jpg;1;0;0;0;0;0;0
1255;8;0;11652.2;Fantastic photo tantago awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/5.jpg;1;0;0;0;0;0;0
1256;8;0;12421.8;Leaning Tower Pisa Photo hellokrissay awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/6.jpg;0;0;0;0;1;0;0
1257;8;0;12421.8;Venice Italy Photo kevineassa awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/7.jpg;0;0;0;0;1;0;0
1258;8;0;11279.8;Lake Berryessa California Photo chubella awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/8.jpg;0;0;0;0;0;0;1
1259;8;0;9912.0;Hurricane Ridge Olympic National Park Seattle Photo chrispoops awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/9.jpg;0;0;0;0;0;1;0
1260;7;0;10255.8;Cotton Tree Queensland Photo wandacraswellphotography awesomedreamplaces;2740;868941;21;0;pictures/awesomedreamplaces/10.jpg;0;0;0;1;0;0;0
1261;9;1;10738.4;Grand Layers Excited speak Western water layered world rock wind time tonight stanford Bing theater honor earthday grandcanyon chasingrivers nature gratitude humility coloradoriver stanfordlive;615;602357;492;1;pictures/pedromcbride/0.jpg;1;0;0;0;0;0;0
1262;9;1;8414.4;Iceland honor earth day buy signed print remarkable shots colleagues natgeo natgeocreative Prints quarter proceeds going science conservation exploration work beautiful blue planet share Go link bio learn Sale ends April Volcanic dragon delta greeting sea earthday iceland aerial gratitude nature chasingrivers  pedromcbride sonyalpha;615;602357;492;1;pictures/pedromcbride/1.jpg;0;0;0;0;0;1;0
1263;9;1;9585.4;Misty foothills holy river Ganga Ganges Excited talk winding mile long lifeline sustains million people Ill also address majestic waterways next Tuesday live audience Omaha Nebraska natgeolive Come join us chasingrivers holyunholyriver india ganges aerial;615;602357;492;1;pictures/pedromcbride/2.jpg;1;0;0;0;0;0;0
1264;9;0;10920.4;edge shrinking frozen world Today many friends colleagues marching science I’ve spent years working front lines climate change seeing rivers dry glaciers dwindle frozen realms shrink science explaining rapid rate change agreed upon planets scientific leaders yes playing hand us included shouldn’t political though simply call change find solutions innovations together protect beautiful blue sphere share Thanks leadership jeremyjones protectourwinters climatechange climatemarch antarctica scienceisreal keepparis noplanetb   pedromcbride;615;602357;492;1;pictures/pedromcbride/3.jpg;0;0;1;0;0;0;0
1265;8;0;13487.4;Earth Day yesterday seems one home celebrate year noplanetb;615;602357;492;1;pictures/pedromcbride/4.jpg;0;0;0;1;0;0;0
1266;8;1;11007.8;urban canyons New York City working film canyon far far away Inspired work TriBeCa film fest film perrip newyork chasingrivers aerial sonyalpha;615;602357;492;1;pictures/pedromcbride/5.jpg;1;0;0;0;0;0;0
1267;6;1;11463.6;Lurking Swimming inside “shark city” made terrified fearful sharks apex predators play key role maintaining healthy reef ecosystems reef sharks rarely see fishing restrictions fishing combined coral bleaching due warming seas creating severe decline shark populations learn challenges seas face solutions check work friends Paul Cristina sealegacy sharks climatechange underwater tuamotus fisheries nature;615;602357;492;1;pictures/pedromcbride/6.jpg;0;0;0;0;1;0;0
1268;5;1;10335.8;Story two Bugs cool niece Riley “Bug” learned drive yesterday exact car learned — VW Bug pillow helped reach pedals Great spend time family Easter happyeaster family colorado gratitude;615;602357;492;1;pictures/pedromcbride/7.jpg;0;1;0;0;0;0;0
1269;8;0;8587.6;Justin cant feel toes nipples anymore die;134;137855;192;1;pictures/averagerob/0.jpg;1;0;0;0;0;0;0
1270;8;0;11296.6;Please come back miss  ;134;137855;192;1;pictures/averagerob/1.jpg;0;1;0;0;0;0;0
1271;8;0;9211.2;Listening Taylors lovestories Good talk;134;137855;192;1;pictures/averagerob/2.jpg;0;0;0;0;0;1;0
1272;8;0;8596.8;Shoutout women live us lazy men love think   ;134;137855;192;1;pictures/averagerob/3.jpg;0;0;0;0;0;0;1
1273;8;0;8920.0;happens try steal rubber duck Scarlett fucks big time   GhostInTheShell PS Kicking ass theathers March th ParamountPicturesBE ad;134;137855;192;1;pictures/averagerob/4.jpg;0;0;0;0;0;1;0
1274;8;0;9236.6;Shut Ryan Im trying take nap;134;137855;192;1;pictures/averagerob/5.jpg;0;0;0;0;1;0;0
1275;8;0;8791.4;Nappers Paris  ;134;137855;192;1;pictures/averagerob/6.jpg;0;0;0;0;0;0;1
1276;8;0;12661.4;OMG CANT BELIEVE TWIN SISTER LANDED FIRST VOGUE COVER   PROUD AverageJennifer women around world  ;134;137855;192;1;pictures/averagerob/7.jpg;0;0;0;0;1;0;0
1277;7;0;9275.4;Life beach   margotrobbie;134;137855;192;1;pictures/averagerob/8.jpg;0;1;0;0;0;0;0
1278;6;0;9647.0;win lose mostly lose  ;134;137855;192;1;pictures/averagerob/9.jpg;0;0;0;0;1;0;0
1279;5;0;9722.8;Standard facial expression typing LMAO;134;137855;192;1;pictures/averagerob/10.jpg;0;0;0;1;0;0;0
1280;9;0;5185.0;See Finland   Follow us live travel Helsinki IG stories Tag travel buddy loves North Shot kpunkka Follow partners visithelsinki ourfinland helsinkisecret Visit wwwworthytravelerscom use GLOBETRAVELPIX get discount travel experiences including Finland;710;138505;3057;0;pictures/globe.travelpix/0.jpg;0;0;0;0;0;0;1
1281;7;0;5768.0;Would travel   Helsinki near Old Market Hall ever Tag ship crew lets go Helsinki   Follow partner visithelsinki ourfinland helsinkisecret;710;138505;3057;0;pictures/globe.travelpix/1.jpg;0;0;0;1;0;0;0
1282;7;0;7974.6;Feel freshness air picks   center Primiero Trentino Italy Tag mountieloving friends Shot pierdepe Visit wwwworthytravelerscom use GLOBETRAVELPIX get discount travel experiences including Italy;710;138505;3057;0;pictures/globe.travelpix/2.jpg;1;0;0;0;0;0;0
1283;7;0;8565.6;beautiful Italy   Portofino Tag someone bring Easter   Photo sennarelax Visit wwwworthytravelerscom use GLOBETRAVELPIX get discount travel experiences including Italy;710;138505;3057;0;pictures/globe.travelpix/3.jpg;0;0;0;1;0;0;0
1284;7;0;8525.6;Goodbye Finland see soon Helsinki conclude trip Helsinki impressive shot Tag friends always want window seat Thanks joing us stories Many thanks follow partner visithelsinki ourfinland helsinkisecret Photo nightsnlights;710;138505;3057;0;pictures/globe.travelpix/4.jpg;0;1;0;0;0;0;0
1285;6;0;7472.0;Never lose sense wonder travel explore live Sedona Devils Bridge storm Tag hike crew trail   Shot reneeroaming;710;138505;3057;0;pictures/globe.travelpix/5.jpg;0;0;0;0;1;0;0
1286;6;0;5110.4;Helsinki roofs like cat   Helsinki Ateljeé Bar Solo Sokos Hotel Torni cocktail   Put bucketlist Tag travel buddy Follow partner visithelsinki ourfinland helsinkisecret Photo globetravelpix;710;138505;3057;0;pictures/globe.travelpix/6.jpg;0;0;0;0;0;0;1
1287;6;0;8289.4;Dont eat love Happy Easter   nice trip world Tag friend loves animals Shot kpunkka;710;138505;3057;0;pictures/globe.travelpix/7.jpg;0;0;1;0;0;0;0
1288;5;0;6860.6;think dive   Sunset Ko Phi Phi Le island Thailand   Tag youd swim Shot MariaSauh Visit wwwworthytravelerscom use GLOBETRAVELPIX get discount travel experiences including Thailand;710;138505;3057;0;pictures/globe.travelpix/8.jpg;0;0;0;0;0;0;1
1289;5;0;4992.0;Look pic like mindfullness excercise   need things peace happiness   Pinus Pengger Bantul Yogyakarta Indonesia Tag meditation buddy Photo zaqyiqbl;710;138505;3057;0;pictures/globe.travelpix/9.jpg;0;0;0;0;1;0;0
1290;4;0;6408.6;love Yosemite Perfect light reflections Half Dome   Tag explorers crew One amazing view gnarlynickolas;710;138505;3057;0;pictures/globe.travelpix/10.jpg;1;0;0;0;0;0;0
1291;9;0;11518.6;via teachersmusic;2510;450741;137;0;pictures/aureta/1.jpg;0;0;1;0;0;0;0
1292;9;0;12042.0;woke rancho santa fe;2510;450741;137;0;pictures/aureta/2.jpg;0;0;0;1;0;0;0
1293;8;0;10906.0;last march Thailand;2510;450741;137;0;pictures/aureta/3.jpg;0;0;0;0;1;0;0
1294;8;0;12042.0;via teachersmusic timflach;2510;450741;137;0;pictures/aureta/4.jpg;0;0;0;1;0;0;0
1295;9;0;11405.6;Sweet tan bro moving super fast roadtrip Cant wait start sharing photos Ive shot;499;502630;282;1;pictures/chrisjohnmillington/2.jpg;0;0;0;1;0;0;0
1296;9;0;12099.0;LEAVING Thats stuff packed Almost time get outta hit road Pls excited Haha  ;499;502630;282;1;pictures/chrisjohnmillington/3.jpg;0;1;0;0;0;0;0
1297;9;0;13345.4;Last days Glasgow Moving house stressful Gonna miss elevator   ;499;502630;282;1;pictures/chrisjohnmillington/4.jpg;0;0;0;0;1;0;0
1298;9;0;11043.8;weekly Instagram meetups road trip Tag friends might keen take photos explore;499;502630;282;1;pictures/chrisjohnmillington/6.jpg;0;0;0;0;0;0;1
1299;8;0;13692.2;Almost time hit road days road end IM MOVING NYC   ;499;502630;282;1;pictures/chrisjohnmillington/10.jpg;1;0;0;0;0;0;0
1300;7;0;11943.4;could go anywhere would go;499;502630;282;1;pictures/chrisjohnmillington/11.jpg;0;0;0;0;0;0;1
1301;6;6;7549.4;lots lots delicious fruits vegetables eat dead corpse tortured animal                     Rp vegansanna vegancommunity vegan veganism veganlife vegetarian vegetables fruit plants animalrights animals earth food instagram instagood instadaily;8187;550197;317;0;pictures/vegancommunity/1.jpg;0;0;0;1;0;0;0
1302;5;3;7549.4;worldwide right mission spread     Go vegan Vegancommunity rpvegancommunity govegan peta pet yoga like Veganfoodlovers veganfood veganrecipe veganrecipes fatloss fatfree fat Vegetarian VeganFitness Veganismu veganhawaii veganjapan veganmanila veganhongkong veganasia veganoceania veganrecipe veganfoodshare veganfoodlovers plantbased vegan vegansofIG whatveganseat;8187;550197;317;0;pictures/vegancommunity/2.jpg;0;0;0;1;0;0;0
1303;3;0;7549.4;Perfect beautiful spread tonights dinner thebirdfeednyc Delicious roasted chickpea Buddha bowl topped creamy garlic lemon tahini dressing recipe extra sesame seeds     kale baked sweet potatoes smoked paprika sea salt red peppers yellow peppers purple cabbage roasted chickpeas cumin turmeric chili garlic sea salt black pepper cucumber noodles avocado rose sesame seeds   creamy garlic lemon tahini dressing blend cup tahini small clove garlic juice lemon tbsp olive oil omit water thinning desired consistency used cup salt pepper taste vegancommunity veganfoodie veganfoodshare;8187;550197;317;0;pictures/vegancommunity/3.jpg;0;0;0;1;0;0;0
1304;3;2;7549.4;change vegan help turn help humanity evolve Plant base always answer govegan vegancommunity vegan vegano veganaf veganism veganfood plantbased plantpowered plantbaseddiet veganhealth healthyvegan hervibore veganwarrior veganfood noharmdone nofur nodairy crueltyfree friendsnotfood forksoverknifes cowspiracy eatclean eatgreen eattherainbow veganasfuck vegansofinstagram vegansofig;8187;550197;317;0;pictures/vegancommunity/4.jpg;0;0;0;1;0;0;0
1305;2;0;7549.4;vegan strong AF looks like drugs supplements meat problem Next time someone says vegans skinny weak pale show big powerful domzthompson hasnt eaten meat years diet primarily raw Muscle Fitness Magazine highlighted domzthompson one top vegan athletes world follow agree triathlete power lifter also advocates animal human rights post eye opening inspiring Go Vegan follow thank us later   domzthompson domzthompson domzthompson;8187;550197;317;0;pictures/vegancommunity/6.jpg;0;0;0;1;0;0;0
1306;1;0;7549.4;Nominate favorite foodies thrivemags page today JuneJuly issue Theyre choosing vegan foodies issue stands nationally US every major grocery store Target NEW website hits days recipes food ideas Make sure grab copy today wholefoods sprouts earthfare mothersmarkets vitamincottage target safeway publix kroger etc Photo Klara klaraslife thrivemags veganmagazine smoothie;8187;550197;317;0;pictures/vegancommunity/7.jpg;0;0;0;1;0;0;0
1307;9;0;14135.2;New gph adventure cominup See snaps ElGhalebawlAlalam;2142;500743;1543;1;pictures/hadiaghaleb/0.jpg;0;0;0;0;1;0;0
1308;9;0;13942.6;happens gph pictures     happy friyaaaaay;2142;500743;1543;1;pictures/hadiaghaleb/1.jpg;1;0;0;0;0;0;0
1309;9;0;14135.2;Super proud gphs campaign happening jollychicofficial featuring biggest names internet stars tap know Also make sure check gorgeous activation tomorrow Zaabeel Park Dubai gphs insta stories;2142;500743;1543;1;pictures/hadiaghaleb/2.jpg;0;0;0;0;1;0;0
1310;9;0;13819.6;    really thinking trying diving need peace mind serenity comes tried scary;2142;500743;1543;1;pictures/hadiaghaleb/3.jpg;0;0;1;0;0;0;0
1311;9;0;14526.6;Got cotton candy take picture lololol Please dont eat sugar    ;2142;500743;1543;1;pictures/hadiaghaleb/4.jpg;0;0;0;1;0;0;0
1312;9;0;13419.0;Land dreams literally;2142;500743;1543;1;pictures/hadiaghaleb/5.jpg;0;0;0;1;0;0;0
1313;8;0;13942.6;  With girly shahdaljumaily jollychicofficial activation Shahd wrapped super cool live session Jollychics official twitter Make sure check important dont miss yearanniversary celebrations Use code Years receive discount checking   yaay Super proud gph pulling amazing campaign onground;2142;500743;1543;1;pictures/hadiaghaleb/6.jpg;1;0;0;0;0;0;0
1314;8;0;13205.2;color coordinate nature ElGhalebawlAlalam  ;2142;500743;1543;1;pictures/hadiaghaleb/7.jpg;0;1;0;0;0;0;0
1315;9;0;11097.8;dirty mirror messy room least dress cute right LOL im live twitchtvalexiaraye;614;246491;118;1;pictures/alexiarayee/0.jpg;0;0;0;1;0;0;0
1316;9;0;12035.6;finally time start tanning tho;614;246491;118;1;pictures/alexiarayee/1.jpg;0;0;0;0;0;0;1
1317;9;0;10312.2;remember one time thought cool taking mycalvins pic LOL miss u tho tag friend¨̮;614;246491;118;1;pictures/alexiarayee/2.jpg;0;0;0;1;0;0;0
1318;8;0;11116.4;sorry ive mia havent really felt confident past months thats changing ive going gym eating healthier part working physicalmental health ily;614;246491;118;1;pictures/alexiarayee/4.jpg;0;0;0;1;0;0;0
1319;8;0;11044.8;HEY MERRY CHRISTMAS TELL GOT TODAAAYYY  ;614;246491;118;1;pictures/alexiarayee/5.jpg;0;0;0;1;0;0;0
1320;8;0;11677.0;new apartment austin   yes ill finishing biochem degree im going take couple online classes transfer college met roommate valkyrae first time yesterday realized much fun gonna IRL streams today look;614;246491;118;1;pictures/alexiarayee/6.jpg;1;0;0;0;0;0;0
1321;8;0;10968.8;back bama picking new kinkajou thursday moving monday u ask kinkajou look post ayyraye ok long story short nala died bc congenital liver shunt;614;246491;118;1;pictures/alexiarayee/7.jpg;0;0;1;0;0;0;0
1322;8;0;12093.2;hour stream happening PM CST live GIVEAWAYS SUBSCRIBERS DAYYYYY twitchtvalexiaraye yes posted ayyraye wanted announce stream ok deleting later;614;246491;118;1;pictures/alexiarayee/8.jpg;0;1;0;0;0;0;0
1323;8;0;10825.6;question get highlights put together twitch streams would yall wanna see youtube  ;614;246491;118;1;pictures/alexiarayee/9.jpg;0;0;0;1;0;0;0
1324;8;0;11530.2;heading atlanta   anyone know good places eat im starving lol;614;246491;118;1;pictures/alexiarayee/10.jpg;1;0;0;0;0;0;0
1325;7;0;12710.4;holding piece hair DUNNO hey im live n stuff come hang twitchtvalexiaraye PSSSS happy easter PPPPSSSSSS come chat type prime want subscribe FREEEEE dont come hang mean arent anything  ;614;246491;118;1;pictures/alexiarayee/11.jpg;0;0;0;1;0;0;0
1326;9;0;7267.0;Day Night Brooklyn Bridge image one recent series capturing small fleeting moments throughout day night make iconic locations special quaint picnic shared friends wedding photo captured iconic view Ijustmovedhereandcantwaittoshowmyfriendshowcoolitis pose AIPAD today tomorrow image others youre NYC stop say hello Ill booths Peter Fetterman Gallery booth Bryce Wolkowitz Gallery booth AIPAD StephenWilkes DayToNight Pier BrooklynBridge BrooklynBridgePark PeterFettermanGallery BryceWolkowitzGallery MonroeGallery aipadphoto;945;373799;451;1;pictures/stephenwilkes/0.jpg;0;0;1;0;0;0;0
1327;9;1;9062.8;bloom massive crop tulips outside Amsterdam short window enjoyed workers cut vendors Last year captured crops flowers cut Day Night image small portion image shows almost unfathomable volume beautiful tulips grown year StephenWilkes Amsterdam tulips tulipfields flowers DayToNight Artitled monroegallery;945;373799;451;1;pictures/stephenwilkes/1.jpg;1;0;0;0;0;0;0
1328;9;0;8784.8;Day Night Vatican City Easter Sunday people attendance last Easter Pope Francis held Easter Mass Vatican City impressive beautiful day Catholics nonCatholics alike historical importance alone made one important captures yet one beloved Popes great honor create photograph include DayToNight StephenWilkes VaticanCity Easter PopeFrancis Rome PeterFettermanGallery MonroeGallery BryceWolkowitzGallery Artitled;945;373799;451;1;pictures/stephenwilkes/2.jpg;0;0;0;1;0;0;0
1329;9;1;8631.6;small moment larger image Brooklyn Bridge Day Night old new contrasted spring sun sets Manhattan skyline BrooklynBridge NewYorkCityDayToNight StephenWilkes Brooklyn spring;945;373799;451;1;pictures/stephenwilkes/3.jpg;0;0;0;0;0;0;1
1330;8;0;8435.0;Day Night Grand Canyon National Park images Day Night series proven quite challenging image made even complicated sheer logistics would create image showed one photographed places world completely unique way goal create image showed majesty vastness Grand Canyon incorporating human scale narrative within scene photographed top Desert View Watchtower South Rim late summer could capture summer storms team worked hours scanning amazing vista unique moments Day Night long hours paid able capture single bolt lightning storm retreated canyon EarthDay NationalParks NPS GrandCanyon SouthRim StephenWilkes DayToNight NatGeo brycewolkowitzgallery peterfettermangallery monroegallery;945;373799;451;1;pictures/stephenwilkes/4.jpg;0;0;1;0;0;0;0
1331;8;0;8335.2;Day Night Tunnel View Yosemite National Park portion image featured cover last years January issue National Geographic Magazine honor th anniversary National Park Service proud celebrate National Parks nationalparksweek I’ve always inspired concept using photography medium capturing passage time Time something constantly sense concrete way visualizing Interestingly enough view called Tunnel View remained truly timeless years creating Day Night photograph locations views part collective memory Working fixed camera angle capture fleeting moments humanity light time passes photographing hours images taken select best moments day night Using time guide moments seamlessly blended single photograph visualizing conscious journey time hope image captures magical experience Yosemite seen millions operating years National Park Service Stay tuned see National Parks including completed images current series Day Night Yosemite StephenWilkes NationalParks Family GoOutside BryceWolkowitzGallery PeterFettermanGallery MonroeGallery Artitled;945;373799;451;1;pictures/stephenwilkes/5.jpg;0;0;0;0;0;1;0
1332;7;0;7779.4;floating mountains Disneys Pandora Disneyworlds latest creation based movie Avatar amazing experience capturing magic parks new venture Bloomberg Business Disneyworld Avatar Pandora BloombergBusiness themepark StephenWilkes;945;373799;451;1;pictures/stephenwilkes/6.jpg;1;0;0;0;0;0;0
1333;6;3;8173.2;Spring greenery overtaking empty branches winter iphoneonly StephenWilkes multipleexposure spring color Westport CT NewEngland;945;373799;451;1;pictures/stephenwilkes/7.jpg;0;0;0;0;0;0;1
1334;5;1;8669.0;shared moments sunny day Brooklyn happiness abound spring sunshine image part much larger image Brooklyn Bridge Day Night BrooklynBridge NewYorkCityDayToNight StephenWilkes Brooklyn spring;945;373799;451;1;pictures/stephenwilkes/8.jpg;0;0;1;0;0;0;0
1335;5;0;7008.8;Cars fences rooftops pipes—what becomes decide move Seen recycling center NY baled cubes waiting unsure form take next life scrapmetal recycle metal scrapyard;945;373799;451;1;pictures/stephenwilkes/9.jpg;0;0;0;0;0;0;1
1336;5;0;8815.6;small moment Day Night Vatican Easter Sunday taken last year Known peoples pope Pope Francis greeted people Vatican City celebrate momentous holiday DayToNight StephenWilkes VaticanCity Easter PopeFrancis Rome;945;373799;451;1;pictures/stephenwilkes/10.jpg;1;0;0;0;0;0;0
1337;3;0;9339.8;Last year honor giving TED talk series Day Night year Day Night image Easter Mass Vatican used introduce Pope Francis TED talk Click link bio read incredible scenario pope giving TED talk artist capturing traveling Vatican City Easter Mass history made sides came Photo Ryan LashTED VaticanCity PopeFrancis TED TEDtalk TED DayToNight StephenWilkes Rome Vatican brycewolkowitzgallery peterfettermangallery artitled franciscus;945;373799;451;1;pictures/stephenwilkes/11.jpg;0;0;0;0;0;0;1
1338;9;0;8963.0;murdernova one mean machine;8381;977114;1239;1;pictures/speedsociety/0.jpg;0;0;0;0;1;0;0
1339;9;0;10054.4;ZL Camaro would choose new Old;8381;977114;1239;1;pictures/speedsociety/1.jpg;1;0;0;0;0;0;0
1340;8;0;10167.4;Would consider sleeper;8381;977114;1239;1;pictures/speedsociety/2.jpg;0;0;1;0;0;0;0
1341;8;0;8963.0;Badass Picture photo nasty waglercompetition truck pits Nitrous Twin Turbo supercharged methanol shop truck speedsociety diesel aznstreetoutlaws trucks;8381;977114;1239;1;pictures/speedsociety/3.jpg;0;0;0;0;1;0;0
1342;7;0;10167.4;might believe ride electric;8381;977114;1239;1;pictures/speedsociety/4.jpg;0;0;1;0;0;0;0
1343;7;0;10579.2;cant wait smell smell May th th Las Vegas Motor Speedway holleyperformance LS Fest West;8381;977114;1239;1;pictures/speedsociety/5.jpg;0;0;0;1;0;0;0
1344;7;0;8963.0;Would rather modern LS power old school Big Block power Catch rides like person holleyperformance LS Fest Las Vegas NV May thth;8381;977114;1239;1;pictures/speedsociety/6.jpg;0;0;0;0;1;0;0
1345;7;0;10054.4;Bottom top cool;8381;977114;1239;1;pictures/speedsociety/7.jpg;1;0;0;0;0;0;0
1346;5;0;10054.4;Congrats claymillican Qualified Starting Weekend right foot;8381;977114;1239;1;pictures/speedsociety/8.jpg;1;0;0;0;0;0;0
1347;4;0;10579.2;Team Speed Society update claymillican secured qualifying spot second race row Current points leader leahpritchetttf th spot ET seconds MPH alexlaughlin qualified th ET MPH gasmonkeyenergy car racing starts next hour   shotbytaco;8381;977114;1239;1;pictures/speedsociety/9.jpg;0;0;0;1;0;0;0
1348;1;0;10579.2;Buick GSX Stage lbft torque ready think color would color choice;8381;977114;1239;1;pictures/speedsociety/10.jpg;0;0;0;1;0;0;0
1349;9;0;11130.0;↟ Happy Easter   giving away brand new issue Sony Alpha aphoto magazine comment want pick random winner Tuesday evening details check story↟;733;222532;394;1;pictures/moners/0.jpg;0;0;0;1;0;0;0
1350;9;0;10585.8;↟ One travel companions met along way   ↟;733;222532;394;1;pictures/moners/1.jpg;0;0;1;0;0;0;0
1351;9;0;11401.0;↟ Life gives journey create path ↟;733;222532;394;1;pictures/moners/2.jpg;0;0;0;0;0;1;0
1352;9;0;9845.2;↟ Arriving Iceland feels like landing whole nother planet two intense days far almost sleep km driving sand snow storms though life want catch sunrise h northern lights around check stories get first impressions Thanks wowair giving us lift       ↟;733;222532;394;1;pictures/moners/3.jpg;0;0;0;0;0;1;0
1353;9;0;11669.4;↟ Dont treat animals animals Treat living beings ↟;733;222532;394;1;pictures/moners/4.jpg;0;0;0;1;0;0;0
